term,grade,sub_grade,home_ownership,verification_status,loan_status,earliest_cr_line,new_delinq_2yrs,new_inq_last_6mths,new_pub_rec
36 months,D,D1,MORTGAGE,Source Verified,Fully Paid,JUN2003,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,MAY1998,Delinquent,No Inquiries,good
60 months,A,A4,MORTGAGE,Not Verified,Fully Paid,DEC1999,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Source Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
60 months,F,F2,RENT,Source Verified,Charged Off,NOV2006,Not Delinquent,Low,good
36 months,B,B4,RENT,Source Verified,Fully Paid,AUG1988,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,FEB2008,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Source Verified,Fully Paid,APR1998,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Charged Off,DEC1987,Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,MAR2007,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,DEC2001,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Charged Off,APR2001,Delinquent,Low,good
36 months,A,A5,RENT,Source Verified,Fully Paid,NOV2005,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,AUG1989,Not Delinquent,No Inquiries,good
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,JUN2005,Not Delinquent,No Inquiries,good
60 months,D,D4,OWN,Verified,Fully Paid,MAR2000,Not Delinquent,High,good
36 months,A,A3,MORTGAGE,Verified,Fully Paid,APR1990,Not Delinquent,Low,good
60 months,E,E1,RENT,Verified,Fully Paid,FEB1999,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Source Verified,Fully Paid,JUL2002,Not Delinquent,No Inquiries,good
36 months,D,D3,MORTGAGE,Source Verified,Fully Paid,APR1973,Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,DEC2004,Not Delinquent,Low,good
60 months,C,C2,RENT,Verified,Fully Paid,JAN1999,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Verified,Fully Paid,APR2000,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,OCT1999,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,SEP2001,Not Delinquent,Low,good
60 months,G,G3,OWN,Verified,Charged Off,APR2002,Not Delinquent,No Inquiries,moderate
36 months,B,B1,RENT,Source Verified,Fully Paid,APR2001,Not Delinquent,No Inquiries,good
60 months,C,C1,MORTGAGE,Source Verified,Fully Paid,FEB1992,Not Delinquent,Low,good
60 months,B,B5,RENT,Source Verified,Fully Paid,OCT2005,Not Delinquent,No Inquiries,good
36 months,A,A1,OWN,Verified,Fully Paid,FEB1991,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAR1991,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,AUG2000,Not Delinquent,No Inquiries,good
60 months,B,B4,OWN,Verified,Fully Paid,JUN1981,Not Delinquent,Low,good
60 months,D,D5,RENT,Verified,Charged Off,OCT1995,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,JAN2000,Not Delinquent,No Inquiries,good
60 months,D,D3,RENT,Source Verified,Fully Paid,DEC2001,Delinquent,No Inquiries,good
36 months,B,B1,RENT,Verified,Fully Paid,APR2005,Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,APR2006,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,NOV1991,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,DEC1986,Not Delinquent,Low,good
60 months,C,C1,RENT,Verified,Fully Paid,NOV1993,Not Delinquent,Low,good
60 months,D,D5,RENT,Verified,Charged Off,JAN1980,Delinquent,Low,good
60 months,D,D3,RENT,Verified,Charged Off,DEC1983,Not Delinquent,No Inquiries,moderate
60 months,A,A5,RENT,Not Verified,Fully Paid,DEC1998,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Source Verified,Fully Paid,NOV2000,Not Delinquent,No Inquiries,good
60 months,C,C1,MORTGAGE,Verified,Fully Paid,MAR1996,Not Delinquent,No Inquiries,good
60 months,D,D3,MORTGAGE,Verified,Fully Paid,JAN1997,Not Delinquent,No Inquiries,good
36 months,B,B3,OWN,Source Verified,Fully Paid,JUN1995,Not Delinquent,Low,good
36 months,A,A3,RENT,Source Verified,Charged Off,JUN1988,Not Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,DEC1985,Not Delinquent,Low,good
60 months,C,C4,MORTGAGE,Verified,Fully Paid,AUG1999,Not Delinquent,High,good
36 months,D,D2,RENT,Verified,Fully Paid,JUL1980,Delinquent,No Inquiries,good
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,FEB1990,Not Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Verified,Fully Paid,FEB1996,Delinquent,No Inquiries,good
36 months,B,B1,MORTGAGE,Verified,Fully Paid,JAN1990,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,JAN2000,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Source Verified,Fully Paid,JUL1993,Not Delinquent,No Inquiries,moderate
36 months,A,A3,MORTGAGE,Source Verified,Fully Paid,MAY1996,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,JAN2002,Not Delinquent,No Inquiries,good
36 months,C,C5,MORTGAGE,Source Verified,Fully Paid,JUL1976,Delinquent,Low,good
36 months,B,B4,OWN,Not Verified,Charged Off,OCT2000,Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,DEC1999,Not Delinquent,Low,good
60 months,B,B3,MORTGAGE,Verified,Fully Paid,FEB1991,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,JUL2001,Not Delinquent,Low,good
36 months,A,A1,RENT,Not Verified,Fully Paid,JAN1996,Not Delinquent,Low,good
60 months,C,C2,MORTGAGE,Not Verified,Fully Paid,APR2000,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Source Verified,Fully Paid,FEB1998,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Verified,Fully Paid,OCT1979,Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,SEP1987,Not Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,SEP1982,Not Delinquent,No Inquiries,good
60 months,B,B1,MORTGAGE,Verified,Fully Paid,SEP1977,Not Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Not Verified,Fully Paid,OCT1998,Not Delinquent,Low,good
60 months,E,E3,MORTGAGE,Verified,Fully Paid,AUG1999,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Source Verified,Fully Paid,SEP1993,Not Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,DEC2000,Not Delinquent,No Inquiries,good
60 months,C,C1,MORTGAGE,Verified,Fully Paid,AUG1993,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Verified,Fully Paid,AUG1994,Not Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,NOV1988,Not Delinquent,No Inquiries,good
36 months,E,E3,RENT,Source Verified,Fully Paid,JUL2008,Not Delinquent,Low,good
36 months,C,C5,MORTGAGE,Verified,Fully Paid,JUL2002,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Charged Off,DEC2006,Not Delinquent,No Inquiries,good
36 months,D,D2,RENT,Not Verified,Charged Off,JAN2004,Not Delinquent,No Inquiries,moderate
36 months,B,B5,OWN,Verified,Fully Paid,DEC1995,Not Delinquent,No Inquiries,good
60 months,E,E2,MORTGAGE,Not Verified,Fully Paid,APR2000,Not Delinquent,No Inquiries,moderate
36 months,B,B5,RENT,Verified,Fully Paid,DEC1999,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Verified,Charged Off,MAR2002,Not Delinquent,Low,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,MAR1997,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Source Verified,Fully Paid,NOV1999,Not Delinquent,No Inquiries,good
60 months,B,B4,RENT,Not Verified,Fully Paid,OCT1993,Not Delinquent,No Inquiries,good
36 months,A,A2,RENT,Source Verified,Fully Paid,AUG2004,Not Delinquent,Low,good
36 months,B,B2,RENT,Source Verified,Fully Paid,MAY2006,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Source Verified,Fully Paid,FEB1979,Not Delinquent,No Inquiries,good
60 months,B,B4,MORTGAGE,Verified,Charged Off,SEP1990,Not Delinquent,No Inquiries,good
60 months,E,E2,MORTGAGE,Source Verified,Fully Paid,AUG1975,Not Delinquent,No Inquiries,good
60 months,E,E4,OWN,Source Verified,Fully Paid,OCT2001,Delinquent,Low,good
36 months,A,A4,RENT,Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,FEB1988,Delinquent,Low,good
36 months,A,A2,RENT,Not Verified,Fully Paid,JAN1994,Not Delinquent,Low,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,DEC2001,Not Delinquent,No Inquiries,good
60 months,B,B2,MORTGAGE,Verified,Fully Paid,SEP1993,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Source Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Source Verified,Fully Paid,JUL2004,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,SEP1997,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Verified,Fully Paid,APR1991,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,JUL2001,Not Delinquent,No Inquiries,good
60 months,C,C2,OWN,Source Verified,Fully Paid,AUG1995,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,NOV2001,Not Delinquent,No Inquiries,moderate
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,JAN1999,Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,AUG1991,Not Delinquent,No Inquiries,good
36 months,B,B2,OWN,Not Verified,Fully Paid,APR2000,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Source Verified,Fully Paid,AUG1990,Not Delinquent,Low,good
60 months,C,C1,RENT,Source Verified,Fully Paid,SEP1999,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,JUL2004,Not Delinquent,Low,good
60 months,A,A5,OWN,Source Verified,Fully Paid,JAN1990,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Source Verified,Fully Paid,AUG2000,Not Delinquent,Low,moderate
36 months,A,A1,RENT,Verified,Fully Paid,APR1989,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Source Verified,Fully Paid,DEC2000,Not Delinquent,No Inquiries,good
60 months,D,D3,MORTGAGE,Verified,Charged Off,DEC2001,Not Delinquent,Low,good
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,DEC2000,Not Delinquent,No Inquiries,good
60 months,B,B5,RENT,Not Verified,Charged Off,SEP2003,Not Delinquent,No Inquiries,good
60 months,B,B5,RENT,Verified,Fully Paid,FEB1992,Not Delinquent,No Inquiries,good
60 months,F,F5,OWN,Source Verified,Charged Off,DEC2007,Delinquent,Low,good
60 months,B,B2,MORTGAGE,Source Verified,Fully Paid,MAR1981,Not Delinquent,No Inquiries,good
36 months,B,B4,OWN,Source Verified,Charged Off,OCT2006,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Source Verified,Fully Paid,JUN2005,Not Delinquent,No Inquiries,good
60 months,C,C1,RENT,Not Verified,Charged Off,NOV1995,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Source Verified,Fully Paid,MAR2002,Not Delinquent,Low,good
60 months,D,D5,MORTGAGE,Verified,Fully Paid,JUL1982,Not Delinquent,Low,good
36 months,B,B3,RENT,Verified,Fully Paid,MAY1991,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,OCT1984,Delinquent,No Inquiries,good
36 months,A,A2,OWN,Verified,Fully Paid,SEP1965,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Source Verified,Fully Paid,DEC1996,Delinquent,Low,good
60 months,B,B2,RENT,Source Verified,Fully Paid,JUL1995,Not Delinquent,No Inquiries,good
60 months,D,D3,RENT,Verified,Charged Off,OCT1999,Not Delinquent,Low,good
60 months,D,D2,MORTGAGE,Not Verified,Fully Paid,OCT1998,Not Delinquent,No Inquiries,moderate
60 months,E,E2,MORTGAGE,Verified,Fully Paid,APR1993,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Verified,Fully Paid,NOV2000,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
60 months,B,B4,RENT,Source Verified,Charged Off,NOV1994,Not Delinquent,No Inquiries,good
60 months,E,E1,RENT,Not Verified,Fully Paid,NOV2004,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,OCT2002,Not Delinquent,No Inquiries,good
60 months,D,D3,MORTGAGE,Not Verified,Charged Off,SEP1999,Not Delinquent,Low,good
36 months,A,A4,RENT,Source Verified,Fully Paid,SEP2005,Not Delinquent,No Inquiries,good
36 months,D,D5,OWN,Not Verified,Fully Paid,JUN1999,Delinquent,Low,good
60 months,C,C2,MORTGAGE,Verified,Charged Off,FEB1993,Not Delinquent,High,good
60 months,C,C1,RENT,Not Verified,Fully Paid,DEC1999,Not Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,MAR1988,Delinquent,No Inquiries,good
36 months,G,G4,RENT,Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
60 months,G,G2,MORTGAGE,Verified,Charged Off,NOV1993,Not Delinquent,Low,moderate
36 months,A,A5,RENT,Not Verified,Charged Off,JUL2000,Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,MAR1986,Delinquent,No Inquiries,good
60 months,E,E2,RENT,Verified,Fully Paid,FEB1999,Not Delinquent,No Inquiries,moderate
60 months,B,B3,MORTGAGE,Verified,Fully Paid,FEB1996,Not Delinquent,No Inquiries,good
36 months,D,D4,RENT,Verified,Charged Off,OCT2002,Not Delinquent,Low,good
60 months,C,C3,RENT,Source Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
36 months,A,A1,RENT,Not Verified,Fully Paid,AUG1996,Not Delinquent,No Inquiries,good
60 months,B,B4,MORTGAGE,Verified,Fully Paid,MAR1987,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,MAR1999,Not Delinquent,No Inquiries,good
60 months,E,E3,MORTGAGE,Verified,Charged Off,JUL2000,Not Delinquent,Low,moderate
36 months,A,A2,MORTGAGE,Source Verified,Fully Paid,JAN1997,Not Delinquent,Low,good
60 months,D,D3,MORTGAGE,Verified,Fully Paid,JAN2000,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JAN2006,Not Delinquent,No Inquiries,good
36 months,D,D2,OWN,Source Verified,Fully Paid,JUN1977,Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,MAR2003,Not Delinquent,Low,moderate
36 months,C,C1,MORTGAGE,Verified,Fully Paid,JUL1988,Not Delinquent,No Inquiries,good
60 months,E,E2,RENT,Verified,Charged Off,FEB2002,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Verified,Charged Off,AUG1994,Not Delinquent,Low,good
36 months,A,A4,RENT,Verified,Fully Paid,AUG1998,Not Delinquent,Low,good
60 months,B,B4,MORTGAGE,Verified,Fully Paid,SEP1996,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,AUG1986,Not Delinquent,Low,good
60 months,B,B5,RENT,Verified,Charged Off,JUN1983,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Charged Off,JUN1990,Not Delinquent,High,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,SEP1984,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAR1994,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Source Verified,Fully Paid,JAN1998,Not Delinquent,No Inquiries,good
36 months,A,A1,RENT,Not Verified,Fully Paid,JAN2003,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,JAN2002,Not Delinquent,Low,good
60 months,E,E4,RENT,Verified,Fully Paid,MAY1997,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Source Verified,Fully Paid,MAY1992,Not Delinquent,No Inquiries,good
36 months,C,C3,OWN,Not Verified,Fully Paid,APR2006,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,APR1997,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Charged Off,OCT1995,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,AUG1998,Not Delinquent,No Inquiries,good
60 months,F,F4,RENT,Verified,Charged Off,APR1994,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,DEC1997,Delinquent,No Inquiries,good
60 months,D,D2,RENT,Source Verified,Fully Paid,FEB2002,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Source Verified,Fully Paid,OCT2006,Not Delinquent,Low,good
36 months,A,A1,OWN,Verified,Fully Paid,JAN1991,Not Delinquent,No Inquiries,good
36 months,D,D2,MORTGAGE,Source Verified,Fully Paid,SEP1999,Not Delinquent,Low,good
60 months,C,C1,MORTGAGE,Verified,Fully Paid,JAN1989,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Source Verified,Fully Paid,OCT1996,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,MAR2002,Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Verified,Fully Paid,JUN1987,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,AUG2001,Not Delinquent,Low,good
60 months,B,B4,MORTGAGE,Source Verified,Fully Paid,FEB1996,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,MAY1994,Not Delinquent,Low,good
36 months,A,A3,OWN,Not Verified,Fully Paid,MAY1988,Not Delinquent,No Inquiries,good
60 months,D,D5,RENT,Verified,Fully Paid,JAN2000,Not Delinquent,Low,good
36 months,A,A1,MORTGAGE,Source Verified,Fully Paid,NOV1994,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,DEC2000,Not Delinquent,Low,good
36 months,D,D5,MORTGAGE,Verified,Fully Paid,AUG2003,Delinquent,Low,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,DEC1976,Not Delinquent,Low,good
36 months,D,D2,MORTGAGE,Verified,Fully Paid,MAY1987,Not Delinquent,No Inquiries,good
36 months,A,A2,RENT,Source Verified,Fully Paid,JUL2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,JAN2000,Not Delinquent,No Inquiries,good
60 months,D,D3,RENT,Verified,Charged Off,JAN1992,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Verified,Fully Paid,MAY1988,Not Delinquent,No Inquiries,good
60 months,B,B2,MORTGAGE,Source Verified,Fully Paid,NOV1994,Not Delinquent,No Inquiries,good
36 months,D,D1,MORTGAGE,Source Verified,Fully Paid,SEP1978,Delinquent,No Inquiries,good
36 months,C,C1,OWN,Not Verified,Fully Paid,DEC2004,Not Delinquent,No Inquiries,moderate
60 months,D,D2,MORTGAGE,Source Verified,Fully Paid,JUL2000,Not Delinquent,Low,good
36 months,A,A5,OWN,Not Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
60 months,F,F4,RENT,Not Verified,Fully Paid,SEP2002,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Source Verified,Fully Paid,FEB1999,Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUN2001,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Verified,Fully Paid,JUL2000,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,JUN1998,Not Delinquent,Low,good
60 months,E,E2,MORTGAGE,Verified,Fully Paid,OCT1990,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Verified,Fully Paid,SEP2000,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Verified,Fully Paid,FEB1985,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Verified,Fully Paid,JUN1999,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Source Verified,Fully Paid,JUN2000,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Verified,Fully Paid,JUL1992,Not Delinquent,No Inquiries,good
60 months,F,F1,MORTGAGE,Verified,Fully Paid,OCT1994,Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,MAR1998,Not Delinquent,Low,good
60 months,F,F3,RENT,Not Verified,Fully Paid,APR1998,Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,OCT2003,Not Delinquent,No Inquiries,good
60 months,D,D4,MORTGAGE,Verified,Fully Paid,NOV1999,Not Delinquent,No Inquiries,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,JUN1991,Not Delinquent,No Inquiries,good
60 months,E,E1,MORTGAGE,Verified,Charged Off,OCT2000,Not Delinquent,Low,good
36 months,B,B5,RENT,Verified,Fully Paid,JUL1996,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Source Verified,Fully Paid,OCT1993,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAR1995,Not Delinquent,No Inquiries,good
60 months,D,D3,RENT,Not Verified,Charged Off,MAR1987,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Source Verified,Charged Off,JUN1983,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Source Verified,Fully Paid,AUG2008,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Source Verified,Fully Paid,MAY2004,Not Delinquent,No Inquiries,good
60 months,B,B4,RENT,Verified,Fully Paid,MAR2001,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Verified,Fully Paid,OCT2002,Not Delinquent,Low,good
60 months,B,B3,RENT,Verified,Fully Paid,NOV1990,Not Delinquent,No Inquiries,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,DEC1993,Delinquent,Low,good
36 months,A,A1,MORTGAGE,Source Verified,Fully Paid,OCT1999,Delinquent,No Inquiries,good
60 months,A,A5,MORTGAGE,Source Verified,Fully Paid,JUN1995,Not Delinquent,No Inquiries,good
36 months,A,A2,RENT,Source Verified,Fully Paid,SEP2004,Not Delinquent,No Inquiries,good
60 months,D,D3,RENT,Verified,Fully Paid,APR1992,Not Delinquent,No Inquiries,good
60 months,C,C5,MORTGAGE,Verified,Charged Off,MAY1997,Not Delinquent,Low,good
60 months,A,A5,MORTGAGE,Not Verified,Fully Paid,JUN1991,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Source Verified,Fully Paid,AUG2004,Not Delinquent,Low,good
60 months,B,B3,MORTGAGE,Not Verified,Charged Off,APR1992,Not Delinquent,No Inquiries,good
60 months,B,B1,MORTGAGE,Verified,Fully Paid,SEP1979,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,FEB2000,Not Delinquent,No Inquiries,good
60 months,C,C5,MORTGAGE,Source Verified,Fully Paid,FEB1996,Delinquent,Low,good
60 months,D,D3,MORTGAGE,Verified,Fully Paid,APR1984,Delinquent,Low,good
60 months,B,B1,MORTGAGE,Verified,Fully Paid,JAN1991,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,FEB1997,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Charged Off,MAY2005,Not Delinquent,Low,good
36 months,D,D4,MORTGAGE,Source Verified,Fully Paid,JAN1996,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,JUN2006,Not Delinquent,No Inquiries,good
